number|name|description|creditpoints|teachername|address|requirement|semester|faculty|degree
W713|Zukunft der Arbeit|Zukunft der Arbeit: Herausforderungen zur Gestaltung zukunftsfähiger Arbeitswelten im Zeitalter der Digitalisierung kennen lernen und innovative Lösungsansätze entwickeln lernen|5|Prof. Dr. Matthias Groß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2145|Keine|4|FB07-Wirtschaft|Betriebswirtschaft-Nachhaltigkeitsmanagement(B.Sc.2022)
1405|Aktuelle Themen des Digital Business|Wechselnde, aktuelle Themen aus den Bereichen Technologie, digitale Geschäftsprozesse und -modelle, digitale Unternehmen und Märkte|3|Prof. Dr. Marcus FuchsProf. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1293|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
2401|Angewandte Logistik|Grundzüge und Merkmale betriebswirtschaftlicher Anwendungssoftware für die Beschaffungs- und Lagerlogistik, Produktions- und Vertriebslogistik am Beispiel von SAP S/4HANA|6|Prof. Dr. Gerrit Sames|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1294|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
3001|Auslandssemester|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1300|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
3002|Berufspraktisches Semester|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1301|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
1202|Business Intelligence|Konzeption und Nutzung von IT-Systemen zur datenbasierenden Unterstützung von Managemententscheidungen|6|Prof. Dr.-Ing. Sven Keller|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1288|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
2404|Digital Entrepreneurships and Start ups|Entwicklung und Realisierung digitaler Geschäftsmodelle|6|Prof. Dr. Martina HöberProf. Dr. Manuela Weller|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1297|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
1404|Digital Rights und Datenschutz|Rechtliche Aspekte des Digital Business: Rahmenbedingungen und Handlungsspielräume|3|Prof. Dr. iur. Carsten Zack|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1292|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
1403|Digitale Geschäftsmodelle|Digital Business Management: Geschäftsmodelle|6|Prof. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1291|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
2403|Digitale Transformation und Change Management|Digital Business Management: Transformation und Veränderungsprozesse|6|Prof. Dr. Jan FreidankProf. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1296|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
2402|Einführung in Big Data Analytics und Methoden der künstlichen Intelligenz|Künstliche Intelligenz, maschinelles Lernen, lernende Systeme, Analyse und Wissensentdeckung für große Datenbanken|6|Prof. Dr. Christoph GallusJens Klose|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1295|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
1401|Grundlagen digitaler Geschäftsprozesse|Digitale Grundlagen, vom Sensor bis in die Cloud|6|Prof. Dr. Gerrit Sames|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1289|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
4002|Master Thesis Seminar|Methoden des wissenschaftlichen Arbeitens, Literaturrecherche und Zitierweise, Präsentation des Thesis-Proposals|3|Prof. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1440|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
4001|Masterarbeit|Eigenständige Bearbeitung einer Problemstellung mit wissenschaftlichen Methoden|27|Prof. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1439|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
1402|Projektmodul E-Commerce und digitales Marketing|Praktische Anwendungen im Digital Business|6|Prof. Dr. Jan FreidankProf. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1290|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
3013|Supply Chain Management|Supply Chain Management – integrierte/ IT-system-basierte, nachfrage- orientierte, unternehmensübergreifende Planung, Steuerung und Koordination von Wertschöpfungsnetzwerken zur ganzheitlichen Optimierung seiner Wirtschaftlichkeit - von den Lieferanten der Lieferanten bis zu den Kunden der Kunden.|6|Prof. Dr. Marcus Fuchs|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1682|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
3012|Wahlpflichtmodul aus dem Masterstudiengang  Personalmanagement|Wechselnde, aktuelle Themen zur Personalarbeit|6|Prof. Dr. Matthias Groß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1299|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
3011|Wahlpflichtmodul aus dem Masterstudiengang Internationales Marketing|Einflüsse der Globalisierung auf die Konsumenten und das Marketing; internationale Marketingstrategien und -instrumente|6|Prof. Dr. Juliane Staubach|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1298|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
3010|Wahlpflichtmodul aus dem Masterstudiengang Unternehmenssteuerung|Wechselnde, aktuelle Themen zur Unternehmenssteuerung|6|Prof. Dr. rer. pol. Stephanie Hanrath|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1302|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2020)
1405|Aktuelle Themen des Digital Business|Wechselnde, aktuelle Themen aus den Bereichen Technologie, digitale Geschäftsprozesse und -modelle, digitale Unternehmen und Märkte|3|Prof. Dr. Marcus FuchsProf. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2318|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
2401|Angewandte Logistik|Grundzüge und Merkmale betriebswirtschaftlicher Anwendungssoftware für die Beschaffungs- und Lagerlogistik, Produktions- und Vertriebslogistik am Beispiel von SAP S/4HANA|6|Prof. Dr. Gerrit Sames|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2319|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
3001|Auslandssemester|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2327|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
3002|Berufspraktisches Semester|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2328|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
1202|Business Intelligence|Konzeption und Nutzung von IT-Systemen zur datenbasierenden Unterstützung von Managemententscheidungen|6|Prof. Dr.-Ing. Sven Keller|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2313|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
2404|Digital Entrepreneurships and Start ups|Entwicklung und Realisierung digitaler Geschäftsmodelle|6|Prof. Dr. Martina HöberProf. Dr. Manuela Weller|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2322|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
1404|Digital Rights und Datenschutz|Rechtliche Aspekte des Digital Business: Rahmenbedingungen und Handlungsspielräume|3|Prof. Dr. iur. Carsten Zack|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2317|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
1403|Digitale Geschäftsmodelle|Digital Business Management: Geschäftsmodelle|6|Prof. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2316|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
2403|Digitale Transformation und Change Management|Digital Business Management: Transformation und Veränderungsprozesse|6|Prof. Dr. Jan FreidankProf. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2321|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
2402|Einführung in Big Data Analytics und Methoden der künstlichen Intelligenz|Künstliche Intelligenz, maschinelles Lernen, lernende Systeme, Analyse und Wissensentdeckung für große Datenbanken|6|Prof. Dr. Christoph GallusJens Klose|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2320|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
1401|Grundlagen digitaler Geschäftsprozesse|Digitale Grundlagen, vom Sensor bis in die Cloud|6|Prof. Dr. Gerrit Sames|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2314|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
4002|Master Thesis Seminar|Methoden des wissenschaftlichen Arbeitens, Literaturrecherche und Zitierweise, Präsentation des Thesis-Proposals|6|Prof. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2330|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
4001|Masterarbeit|Eigenständige Bearbeitung einer Problemstellung mit wissenschaftlichen Methoden|24|Prof. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2329|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
1402|Projektmodul E-Commerce und digitales Marketing|Praktische Anwendungen im Digital Business|6|Prof. Dr. Jan FreidankProf. Dr. Nils Madeja|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2315|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
3013|Supply Chain Management|Supply Chain Management – integrierte/ IT-system-basierte, nachfrage- orientierte, unternehmensübergreifende Planung, Steuerung und Koordination von Wertschöpfungsnetzwerken zur ganzheitlichen Optimierung seiner Wirtschaftlichkeit - von den Lieferanten der Lieferanten bis zu den Kunden der Kunden.|6|Prof. Dr. Marcus Fuchs|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2326|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
3119|Wahlpflichtfach 10 für Wahlfachsemester/Auslandssemester|Keine||Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2331|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
3012|Wahlpflichtmodul aus dem Masterstudiengang  Personalmanagement|Wechselnde, aktuelle Themen zur Personalarbeit|6|Prof. Dr. Matthias Groß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2325|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
3011|Wahlpflichtmodul aus dem Masterstudiengang Internationales Marketing|Einflüsse der Globalisierung auf die Konsumenten und das Marketing; internationale Marketingstrategien und -instrumente|6|Prof. Dr. Juliane Staubach|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2324|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
3010|Wahlpflichtmodul aus dem Masterstudiengang Unternehmenssteuerung|Wechselnde, aktuelle Themen zur Unternehmenssteuerung|6|Prof. Dr. rer. pol. Stephanie Hanrath|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2323|Keine|4|FB07-Wirtschaft|DigitalBusiness(M.Sc.2022)
2108|Aktuelle Themen des internationalen Marketing und Management|Aktuelle Themen der internationalen Wirtschaft aus theoretischer und angewandter Perspektive|6|Prof. Dr. Stefanie Wannow|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1917|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
301|Auslandssemester|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1919|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
2104|Digital Marketing Seminar|Konzepte und Tools im digitalen Marketing und Anwendung im Rahmen eines Online-Projekts|6|Prof. Dr. Jan Freidank|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1915|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
1105|Führungskompetenz und Interkulturelle Kommunikation|Methoden und Techniken im Rahmen interkultureller Zusammenarbeit und Führung|3|Prof. Dr. Martina Höber|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1912|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
2109|Innovations- und Change Management|Management von komplexen Innovations- und Transformationsprozessen in international operierenden Unternehmen|6|Prof. Dr. Jan FreidankProf. Dr. Stefanie Wannow|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1918|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
1106|Interkulturelles Konsumentenverhalten|Konsumentenverhalten in Theorie und Praxis unter Berücksichtigung kultureller Einflüsse|6|Prof. Dr. Stefanie Wannow|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1913|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
1104|Internationale Marketingforschung|Internationaler Marktforschungsprozess von der Problemdefinition bis zur Ergebnisinterpretation; qualitative und quantitative Forschungsdesigns|6|Prof. Dr. Jan Freidank|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1911|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
1102|Internationales Marketing|Einflüsse der Globalisierung auf die Konsumenten und das Marketing; international Marketingstrategien und –instrumente|6|Prof. Dr. Juliane Staubach|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1909|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
2105|Internationales Verkaufsmanagement|Internationale Vertriebsstrategien und -organisation sowie Verhandlungsführung im internationalen Kontext|6|Prof. Dr. Juliane Staubach|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1916|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
1101|Marketingplanspiel|Marketingbezogenes Unternehmensplanspiel: Bearbeitung eines Marketing-Cases unter Wettbewerbsbedingungen|3|Prof. Dr. Jan Freidank|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1908|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
4101|Master-Thesis|Methoden des wissenschaftlichen Arbeitens, Literaturrecherche und Zitierweise, Präsentation des Thesis-Proposals|27|Prof. Dr. Stefanie Wannow|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1921|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
302|Praxisphase|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1920|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
1103|Quantitative Analysemethoden|Methoden der quantitativen Datenanalyse und Anwendung der Statistik-Software IBM SPSS|6|Prof. Dr. Stefanie Wannow|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1910|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
2101|Strategisches Management|Erarbeitung von langfristigen Unternehmensstrategien basierend auf Methoden für komplexe und dynamische Märkte|6|Prof. Dr. Jan Freidank|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1914|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
4102|Thesis-Seminar|Methoden des wissenschaftlichen Arbeitens, Literaturrecherche und Zitierweise, Präsentation des Thesis-Proposals|3|Prof. Dr. Stefanie Wannow|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1922|Keine|4|FB07-Wirtschaft|Int.Marketing(M.Sc.2021)
2006|Aktuelle Themen der Personalarbeit|Wechselnde, aktuelle Themen zur Personalarbeit|6|Prof. Dr. Matthias Groß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1599|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
2005|Aktuelle Themen der Unternehmenssteuerung|Wechselnde, aktuelle Themen zur Unternehmenssteuerung|6|Prof. Dr. rer. pol. Stephanie Hanrath|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1598|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
2302|Arbeitsrecht|Praxisnahe Vermittlung der im Personalmanagement zu beachtenden wichtigsten arbeits- und betriebsverfassungsrechtlichen Vorschriften mit dem Ziel arbeitsrechtliche Konflikte lösen und vermeiden zu helfen.|6|Prof. Dr. iur. Carsten Zack|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1595|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
301|Auslandssemester|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1602|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
302|Berufspraktisches Semester|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1603|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
2007|HR Case Studies / Talent Management|Erarbeitung von Lösungsansätzen für Talent Management und Leadership Themen|6|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1600|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
1302|Innovations- und Changemanagement|Management des Innovationsprozesses und Entwicklung von Fähigkeiten, um komplexe Transformationsprozesse von international operierenden Unternehmen erfolgreich zu managen.|6|Prof. Dr. Jan FreidankProf. Dr. Stefanie Wannow|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1591|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
1102|Internationales Marketing|Einflüsse der Globalisierung auf die Konsumenten und das Marketing; international Marketingstrategien und -instrumente.|6|Prof. Dr. Juliane Staubach|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1597|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
2301|Leadership Training|Eigene Führungshaltung und eigenes Führungsverhalten, Mitarbeiter- und Teamführung, interkulturelle und systemische Aspekte von Führung|6|Prof. Dr. Martina Höber|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1594|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
4101|Masterarbeit mit Kolloquium|Eigenständige Bearbeitung einer Problemstellung mit wissenschaftlichen Methoden.|30|Prof. Dr. Marion Hoeren|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1601|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
2303|People Management in Global Companies|In diesem Kurs werden die Dimensionen und die Bedeutung der Humanressourcen in globalen Unternehmen untersucht.|6|Prof. Dr. Marion Hoeren|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1596|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
1001|Performance Measurement and Management|Unternehmensplanspiel: Entscheidungsfindung und Problemlösung im Team. Analyse und Bewertung der Auswirkungen auf Jahresabschlüsse und Unternehmenskennzahlen.|6|Prof. Dr. rer. pol. Stephanie Hanrath|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1588|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
2004|Projekt- und Geschäftsprozessmanagement|Auswahl, Planung und Einsatz von Methoden und Lösungsstrategien für die Bewältigung zeitlich begrenzter aber zeitkritischer Aufgaben, d.h. Projekten. Bewertung, Auswahl und Einsatz von Methoden des Geschäftsprozess ?managements unter Berücksichtigung und Einbeziehung anderer Management-Paradigmen.|6|Prof. Dr. rer. pol. Susanne Müller|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1593|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
1003|Sozialkompetenz|Kommunikation, Gesprächsführung, Konflikthandhabung|6|Prof. Dr. Martina Höber|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1589|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
1205|Strategic Management|Erarbeitung von langfristigen Unternehmensstrategien basierend auf Methoden für komplexe und dynamische Märkte.|6|Prof. Dr. Jan Freidank|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1590|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
1303|Strategisches Personalmanagement|Eingebunden in die Unternehmensstrategie werden strategische Personalkonzepte diskutiert.|6|Prof. Dr. Marion Hoeren|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1592|Keine|4|FB07-Wirtschaft|Personalman.(M.Sc.2020)
2201|Advanced Controlling|Unternehmenssteuerungssysteme, Finanzkennzahlen, Planung, Budgetierung|6|Prof. Dr. rer. pol. Stephanie Hanrath|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1577|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
2006|Aktuelle Themen der Personalarbeit|Wechselnde, aktuelle Themen zur Personalarbeit|6|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1582|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
2005|Aktuelle Themen der Unternehmenssteuerung|Wechselnde, aktuelle Themen zur Unternehmenssteuerung|6|Prof. Dr. rer. pol. Stephanie Hanrath|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1581|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
301|Auslandssemester|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1586|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
302|Berufspraktisches Semester|Keine|30|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1587|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
1202|Business Intelligence|Architekturen, Konzeption und Nutzung von IT-Systemen zur betrieblichen Managementunterstützung|6|Prof. Dr.-Ing. Sven Keller|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1573|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
2202|Finanzmanagement|Grundlagen der Finanzierungstheorie; ausgewählte Konzepte des Finanzmanagements zur Steuerung der Liquidität und der Rendite-Risiko-Position des Unternehmens: Working Capital Management, Risikomanagement mit derivativen Instrumenten, strukturierte Finanzierungen; aktuelle Entwicklungen in der Finanzwirtschaft|6|Prof. Dr. Birgit Wolf|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1578|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
2007|HR Case Studies / Talent Management|Keine|6|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1583|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
2203|Internationale Rechnungslegung|Rechnungslegung nach IFRS und Konsolidierung|6|Prof. Dr. rer. pol. Stephanie Hanrath|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1579|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
1102|Internationales Marketing|Keine|6|Prof. Dr. Juliane Staubach|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1580|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
1204|Jahresabschlusspolitik und -analyse|Bilanzpolitik in Handels- und Steuerbilanz und Jahresabschlussanalyse|6|Prof. Dr. rer. pol. Frank Althoff|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1574|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
2102|Marketing Controlling|Keine|6|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1585|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
4101|Masterarbeit mit Kolloquium|Eigenständige Bearbeitung einer Problemstellung mit wissenschaftlichen Methoden|30|Prof. Dr. rer. pol. Stephanie Hanrath|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1584|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
1001|Performance Measurement and Management|Unternehmensplanspiel; Entscheidungsfindung und Problemlösung im Team; Analyse und Bewertung der Auswirkungen auf Jahresabschlüsse und Unternehmenskennzahlen|6|Prof. Dr. rer. pol. Stephanie Hanrath|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1571|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
2004|Projekt- und Geschäftsprozessmanagement|Auswahl, Planung und Einsatz von Methoden und Lösungsstrategien für die Bewältigung zeitlich begrenzter aber zeitkritischer Aufgaben, d.h. Projekten. Bewertung, Auswahl und Einsatz von Methoden des Geschäftsprozessmanagements unter Berücksichtigung und Einbeziehung anderer Management-Paradigmen.|6|Prof. Dr. rer. pol. Susanne Müller|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1576|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
1003|Sozialkompetenz|Kommunikation, Gesprächsführung, Konflikthandhabung|6|Prof. Dr. Martina Höber|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1572|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
1205|Strategic Management|Erarbeitung von langfristigen Unternehmensstrategien basierend auf Methoden für komplexe und dynamische Märkte.|6|Prof. Dr. Jan Freidank|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1575|Keine|4|FB07-Wirtschaft|Untern.steuer.(M.Sc.2020)
MIB2b|Audiovisuelle Medien 1: Studioproduktion|Keine|5|Prof. Dr. phil. Sebastian Vogt|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2227|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
MIB2a|Audiovisuelle Medien 1: Studiotechnik|Keine|4|Prof. Dr. phil. Sebastian Vogt|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2226|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
MIB12b|Audiovisuelle Medien 2: Filmproduktion|Keine|3|Prof. Dr. phil. Sebastian Vogt|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2223|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
MIB12a|Audiovisuelle Medien 2: Filmtechnik|Keine|3|Prof. Dr. phil. Sebastian Vogt|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2222|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
MIB17b|Audiovisuelle Medien 3: Outside and Remote Production|Keine|3|Prof. Dr. phil. Sebastian Vogt|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2225|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
MIB17a|Audiovisuelle Medien 3: Outside and Remote Technology|Keine|3|Prof. Dr. phil. Sebastian Vogt|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2224|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
